CHEM_ID,LIB_ID,COMP_ID,CHRO_LIB_ENTRY_ID,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,TYPE,INCHIKEY,SMILES,CHEMICAL_NAME,PLOT_NAME,,HMDB,PUBCHEM,CHEMSPIDER,KEGG,CAS,PRIMARY_ID
100000665,209,44675,126139,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1564,NAMED,MBMBGCFOFBJSGT-KUBAVDMBSA-N,CC\C=C/C\C=C/C\C=C/C/C=C\C/C=C\C/C=C\CCC(O)=O,docosahexaenoate (DHA; 22:6n3),docosahexaenoate (DHA; 22:6n3),,HMDB0002183,pubchem:445580,chemspider:393183,kegg:C06429,CAS:6217-54-5,HMDB0002183
100000672,402,19258,164196,Lipid,Phosphatidylcholine (PC),2263,NAMED,RFVFQQWKPSOBED-PSXMRANNSA-N,CCCCCCCCCCCCCCCC(O[C@](COC(CCCCCCCCCCCCC)=O)(COP([O-])(OCC[N+](C)(C)C)=O)[H])=O,1-myristoyl-2-palmitoyl-GPC (14:0/16:0),1-myristoyl-2-palmitoyl-GPC (14:0/16:0),,HMDB0007869,pubchem:129657,chemspider:114798,,CAS:69525-80-0,HMDB0007869
100000673,209,21320,127565,Xenobiotics,Drug - Antibiotic,5479,NAMED,GSDSWSVVBLHKDQ-UHFFFAOYSA-N,FC1=C(N2CCN(C)CC2)C3=C4C(C(C(C(O)=O)=CN4C(C)CO3)=O)=C1,ofloxacin,ofloxacin,,HMDB0015296,pubchem:4583,chemspider:4422,"kegg:D00453,C07321,DG00616",CAS:82419-36-1,HMDB0015296
100000687,209,57614,212170,Xenobiotics,Drug - Antibiotic,5480,NAMED,MYSWGUAQZAJSOK-UHFFFAOYSA-N,OC(C1=CN(C2CC2)C3=CC(N4CCNCC4)=C(F)C=C3C1=O)=O,ciprofloxacin,ciprofloxacin,,HMDB0014677,pubchem:2764,chemspider:2662,kegg:C05349,CAS:85721-33-1,HMDB0014677
100000706,209,22132,124683,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",347,NAMED,LVRFTAZAXQPQHI-UHFFFAOYSA-N,OC(C(CC(C)C)O)=O,alpha-hydroxyisocaproate,alpha-hydroxyisocaproate,,"HMDB0000665,HMDB00746,HMDB0000624","pubchem:83697,92779,439960",chemspider:75520,kegg:C03264,CAS:10303-64-7,HMDB0000665
100000707,305,20676,147767,Lipid,"Fatty Acid, Dicarboxylate",1672,NAMED,VZCYOOQTPOCHFL-UHFFFAOYSA-N,O=C(C=CC(O)=O)O,maleate,maleate,,HMDB0000176,pubchem:444266,chemspider:392248,kegg:C01384,CAS:110-16-7,HMDB0000176
100000708,209,44656,126996,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",351,NAMED,GWYFCOCPABKNJV-UHFFFAOYSA-N,CC(C)CC(O)=O,isovalerate (i5:0),isovalerate (C5),,HMDB0000718,pubchem:10430,chemspider:10001,kegg:C08262,CAS:503-74-2,HMDB0000718
100000711,209,44620,126992,Xenobiotics,Benzoate Metabolism,4518,NAMED,HOFGLAYWQRGTKC-UHFFFAOYSA-N,O=S(OC1=CC=C(C(C)=O)C=C1)(O)=O,4-acetylphenol sulfate,4-acetylphenyl sulfate,,,pubchem:4684006,chemspider:3872009,,,pubchem:4684006
100000715,400,48114,157704,Amino Acid,Guanidino and Acetamido Metabolism,562,NAMED,CHJJGSNFBQVOTG-UHFFFAOYSA-N,N=C(N)NC,1-methylguanidine,1-methylguanidine,,HMDB0001522,pubchem:10111,chemspider:28576,kegg:C02294,CAS:22661-87-6,HMDB0001522
100000726,402,21078,238607,Xenobiotics,Drug - Psychoactive,5911,NAMED,CXOXHMZGEKVPMT-UHFFFAOYSA-N,O=C(N1C)CC(N(C2=CC=CC=C2)C3=C1C=CC(Cl)=C3)=O,Clobazam,Clobazam,,HMDB14493,pubchem:2789,chemspider:2687,kegg:D01253,CAS:22316-47-8,HMDB14493
100000732,402,64535,238653,Xenobiotics,Drug - Psychoactive,5921,NAMED,DIWRORZWFLOCLC-UHFFFAOYSA-N,O=C(N1)C(O)N=C(C2=CC=CC=C2Cl)C3=C1C=CC(Cl)=C3,lorazepam,lorazepam,,HMDB0014332,pubchem:3958,chemspider:3821,kegg:D00365,CAS:846-49-1,HMDB0014332
100000733,305,64385,237460,Xenobiotics,"Drug - Analgesics, Anesthetics",5419,NAMED,VYMDGNCVAMGZFE-UHFFFAOYSA-N,O=C1N(C2=CC=CC=C2)N(C3=CC=CC=C3)C(C1CCCC)=O,phenylbutazone,phenylbutazone,,HMDB14950,pubchem:4781,chemspider:4617,kegg:C07440,CAS:50-33-9,HMDB14950
100000740,402,38301,159035,Xenobiotics,Drug - Respiratory,5948,NAMED,MKXZASYAUGDDCJ-CGTJXYLNSA-N,[H][C@]1([C@H]2C3)[C@@](CCCC1)(CCN2C)C4=C3C=CC(OC)=C4,dextromethorphan,dextromethorphan,,HMDB0001920,pubchem:5360696,chemspider:13109865,"kegg:D03744,DG01078,C06947",CAS:18046-32-7,HMDB0001920
100000743,209,22036,126061,Lipid,"Fatty Acid, Monohydroxy",1961,NAMED,JKRDADVRIYVCCY-UHFFFAOYSA-N,O=C(C(CCCCCC)O)O,2-hydroxyoctanoate,2-hydroxyoctanoate,,HMDB0002264,"pubchem:94180,6995013,5312860",chemspider:84994,,CAS:617-73-2,HMDB0002264
100000765,209,22177,128187,Xenobiotics,Food Component/Plant,4748,NAMED,JOOXCMJARBKPKM-UHFFFAOYSA-N,CC(CCC(O)=O)=O,levulinate (4-oxovalerate),levulinate (4-oxovalerate),,HMDB0000720,pubchem:11579,chemspider:11091,,CAS:123-76-2,HMDB0000720
100000773,209,22001,126860,Lipid,"Fatty Acid, Monohydroxy",1981,NAMED,NDPLAKGOSZHTPH-UHFFFAOYSA-N,OC(CC(O)=O)CCCCC,3-hydroxyoctanoate,3-hydroxyoctanoate,,HMDB0001954,pubchem:26613,chemspider:24791,kegg:C20793,CAS:88930-08-9,HMDB0001954
100000774,209,22130,124681,Amino Acid,Phenylalanine Metabolism,151,NAMED,VOXXWSYKYCBWHO-UHFFFAOYSA-N,OC(C(O)=O)CC1=CC=CC=C1,phenyllactate (PLA),phenyllactate (PLA),,"HMDB0000779,HMDB0000563",pubchem:3848,chemspider:3715,kegg:C05607,CAS:828-01-3,HMDB0000779
100000776,402,44681,159624,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1865,NAMED,XOMRRQXKHMYMOC-UHFFFAOYSA-N,[O-]C(CC(OC(CCCCCCCCCCCCCCC)=O)C[N+](C)(C)C)=O,palmitoylcarnitine (C16),palmitoylcarnitine (C16),,HMDB0000222,pubchem:461,chemspider:448,kegg:C02990,CAS:6865-14-1,HMDB0000222
100000779,209,22290,128191,Xenobiotics,Drug - Neurological,5813,NAMED,NIJJYAXOARWZEE-UHFFFAOYSA-N,O=C(O)C(CCC)CCC,valproate,valproate (2-propylpentanoate),,HMDB0001877,pubchem:3121,chemspider:3009,kegg:C07185,CAS:99-66-1,HMDB0001877
100000781,400,32328,155906,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",1845,NAMED,VVPRQWTYSNDTEA-UHFFFAOYSA-N,O=C(CCCCC)OC(CC([O-])=O)C[N+](C)(C)C,hexanoylcarnitine (C6),hexanoylcarnitine (C6),,HMDB0000756,pubchem:6426853,chemspider:4932273,,CAS:6920-35-0,HMDB0000756
100000784,400,22206,155811,Xenobiotics,Food Component/Plant,5075,NAMED,DATAGRPVKZEWHA-YFKPBYRVSA-N,N[C@@H](CCC(NCC)=O)C(O)=O,theanine,theanine,,HMDB0034365,pubchem:439378,chemspider:388498,kegg:C01047,CAS:3081-61-6,HMDB0034365
100000787,305,22185,147184,Amino Acid,Alanine and Aspartate Metabolism,37,NAMED,OTCCIMWXFLJLIA-BYPYZUCNSA-N,OC([C@@H](NC(C)=O)CC(O)=O)=O,N-acetylaspartate (NAA),N-acetylaspartate (NAA),,HMDB0000812,pubchem:65065,chemspider:58576,kegg:C01042,"CAS:997-55-7,997-55-7",HMDB0000812
100000790,400,22174,238367,Xenobiotics,Drug - Antibiotic,5545,NAMED,QRXWMOHMRWLFEY-UHFFFAOYSA-N,O=C(C1=CC=NC=C1)NN,isoniazid,isoniazid,,HMDB15086,pubchem:3767,chemspider:3635,kegg:C07054,CAS:54-85-3,HMDB15086
100000792,209,32425,124935,Lipid,Androgenic Steroids,3338,NAMED,CZWCKYRVOZZJNM-DYIPZHMLSA-N,[H][C@@]1(CC[C@]2(C)[C@]3(CCC2=O)[H])[C@@]4(C)C(C[C@H](OS(=O)(O)=O)CC4)=CC[C@]13[H],dehydroepiandrosterone sulfate (DHEA-S),dehydroepiandrosterone sulfate (DHEA-S),,HMDB0001032,pubchem:12594,chemspider:12074,kegg:C04555,CAS:651-48-9,HMDB0001032
100000802,400,32198,155890,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Short Chain)",1841,NAMED,RDHQFKQIGNGIED-MRVPVSSYSA-N,C[N+](C)(C)C[C@H](OC(C)=O)CC([O-])=O,acetylcarnitine (C2),acetylcarnitine (C2),,HMDB0000201,pubchem:7045767,chemspider:5406074,kegg:C02571,CAS:5080-50-2,HMDB0000201
100000808,400,22176,155804,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",461,NAMED,NOKPBJYHPHHWAN-REOHCLBHSA-N,N[C@H](C(O)=O)CSS(O)(=O)=O,cysteine s-sulfate,cysteine s-sulfate,,HMDB0000731,pubchem:115015,chemspider:102939,kegg:C05824,CAS:1637-71-4,HMDB0000731
100000825,209,21126,166572,Xenobiotics,Chemical,6083,NAMED,GCNTZFIIOFTKIY-UHFFFAOYSA-N,OC1=CC=NC=C1,4-hydroxypyridine,4-hydroxypyridine,,,pubchem:12290,chemspider:11787,,CAS:626-64-2,pubchem:12290
100000840,209,20693,143841,Xenobiotics,Food Component/Plant,5207,NAMED,ROBFUDYVXSDBQM-UHFFFAOYSA-N,O=C(C(O)C(O)=O)O,tartronate (hydroxymalonate),tartronate (hydroxymalonate),,HMDB0035227,pubchem:45,chemspider:44,kegg:C02287,CAS:80-69-3,HMDB0035227
100000841,209,20694,143843,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,4357,NAMED,MUBZPKHOEPUJKR-UHFFFAOYSA-N,O=C(O)C(O)=O,oxalate (ethanedioate),oxalate (ethanedioate),,HMDB0002329,pubchem:971,chemspider:946,kegg:C00209,CAS:144-62-7,HMDB0002329
100000846,305,20699,146508,Xenobiotics,Food Component/Plant,4896,NAMED,UNXHWFMMPAWVPI-UHFFFAOYSA-N,OCC(O)C(CO)O,erythritol,erythritol,,HMDB0002994,pubchem:222285,chemspider:13835932,kegg:C00503,CAS:149-32-6,HMDB0002994
100000856,209,20710,124893,Xenobiotics,Chemical,6206,NAMED,LENZDBCJOHFCAS-UHFFFAOYSA-N,NC(CO)(CO)CO,trizma acetate,trizma acetate,,,pubchem:16218782,chemspider:73346,kegg:C07182,CAS:6850-28-8,pubchem:16218782
100000861,400,21132,155745,Xenobiotics,Food Component/Plant,4774,NAMED,GGOZGYRTNQBSSA-UHFFFAOYSA-N,OC1=NC=CC=C1O,"2,3-dihydroxypyridine","2,3-dihydroxypyridine",,,pubchem:28115,chemspider:26153,,CAS:16867-04-2,pubchem:28115
100000862,209,21133,126055,Xenobiotics,Benzoate Metabolism,4487,NAMED,FJKROLUGYXJWQN-UHFFFAOYSA-N,OC1=CC=C(C(O)=O)C=C1,4-hydroxybenzoate,4-hydroxybenzoate,,HMDB0000500,pubchem:135,chemspider:132,kegg:C00156,CAS:99-96-7,HMDB0000500
100000870,209,21151,124899,Xenobiotics,Food Component/Plant,5042,NAMED,CVHZOJJKTDOEJC-UHFFFAOYSA-N,O=S(C1=CC=CC=C1C2=O)(N2)=O,saccharin,saccharin,,HMDB0029723,pubchem:5143,chemspider:4959,kegg:C12283,CAS:81-07-2,HMDB0029723
100000900,400,21025,155725,Xenobiotics,Chemical,6165,NAMED,NBZBKCUXIYYUSX-UHFFFAOYSA-N,O=C(O)CNCC(O)=O,iminodiacetate (IDA),iminodiacetate (IDA),,HMDB0011753,pubchem:8897,chemspider:8557,kegg:C19911,CAS:142-73-4,HMDB0011753
100000924,209,21184,126057,Lipid,Monoacylglycerol,2856,NAMED,RZRNAYUHWVFMIP-KTKRTIGZSA-N,O=C(OCC(O)CO)CCCCCCC/C=C\CCCCCCCC,1-oleoylglycerol (18:1),1-oleoylglycerol (18:1),,HMDB0011567,pubchem:5283468,chemspider:4446588,,CAS:111-03-5,HMDB0011567
100000936,209,44526,124713,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",423,NAMED,QHKABHOOEWYVLI-UHFFFAOYSA-N,OC(C(C(C)C)=O)=O,3-methyl-2-oxobutyrate,3-methyl-2-oxobutyrate,,HMDB0000019,pubchem:49,chemspider:48,kegg:C00141,CAS:3715-29-5,HMDB0000019
100000943,209,21232,126858,Lipid,Monoacylglycerol,2872,NAMED,UPWGQKDVAURUGE-KTKRTIGZSA-N,O=C(OC(CO)CO)CCCCCCC/C=C\CCCCCCCC,2-oleoylglycerol (18:1),2-oleoylglycerol (18:1),,HMDB0011537,pubchem:5319879,chemspider:4478086,,CAS:3443-84-3,HMDB0011537
100000961,400,22137,155792,Amino Acid,Urea cycle; Arginine and Proline Metabolism,493,NAMED,QUOGESRFPZDMMT-YFKPBYRVSA-N,N[C@H](C(O)=O)CCCCNC(N)=N,homoarginine,homoarginine,,HMDB0000670,pubchem:9085,chemspider:8732,kegg:C01924,CAS:156-86-5,HMDB0000670
100000963,400,22138,155793,Amino Acid,Urea cycle; Arginine and Proline Metabolism,494,NAMED,XIGSAGMEBXLVJJ-YFKPBYRVSA-N,N[C@H](C(O)=O)CCCCNC(N)=O,homocitrulline,homocitrulline,,HMDB0000679,pubchem:65072,chemspider:58582,kegg:C02427,CAS:1190-49-4,HMDB0000679
100000967,402,22154,158341,Peptide,Polypeptide,1065,NAMED,QXZGBUJJYSLZLT-FDISYFBBSA-N,O=C(N[C@H](C(N[C@H](C(N1[C@H](C(N[C@H](C(N[C@@H](CCCNC(N)=N)C(O)=O)=O)CC2=CC=CC=C2)=O)CCC1)=O)CO)=O)CC3=CC=CC=C3)CNC([C@H]4N(C([C@H]5N(C([C@H](CCCNC(N)=N)N)=O)CCC5)=O)CCC4)=O,bradykinin,bradykinin,,HMDB0004246,pubchem:439201,chemspider:388341,kegg:C00306,CAS:58-82-2,HMDB0004246
100000979,209,22112,164719,Xenobiotics,Benzoate Metabolism,4474,NAMED,OLSDAJRAVOVKLG-UHFFFAOYSA-N,OC(C(O)C1=CC=CC(O)=C1)=O,3-hydroxymandelate,3-hydroxymandelate,,HMDB0000750,pubchem:86957,chemspider:78444,,CAS:17119-15-2,HMDB0000750
100000984,400,27605,235039,Xenobiotics,Drug - Antibiotic,5528,NAMED,MQJKPEGWNLWLTK-UHFFFAOYSA-N,O=S(C1=CC=C(N)C=C1)(C2=CC=C(N)C=C2)=O,dapson,dapson,,HMDB0014395,pubchem:2955,chemspider:2849,"kegg:C07666,D00592",CAS:80-08-0,HMDB0014395
100000987,209,32506,125864,Lipid,Monoacylglycerol,2873,NAMED,IEPGNWMPIFDNSD-HZJYTTRNSA-N,O=C(OC(CO)CO)CCCCCCC/C=C\C/C=C\CCCCC,2-linoleoylglycerol (18:2),2-linoleoylglycerol (18:2),,HMDB0011538,pubchem:5365676,chemspider:4517636,,CAS:3443-82-1,HMDB0011538
100000997,209,22053,123301,Lipid,"Fatty Acid, Monohydroxy",1983,NAMED,FYSSBMZUBSBFJL-UHFFFAOYSA-N,OC(CC(O)=O)CCCCCCC,3-hydroxydecanoate,3-hydroxydecanoate,,HMDB0002203,pubchem:26612,chemspider:24790,,CAS:5561-87-5,HMDB0002203
100000998,400,22158,155797,Amino Acid,Glutamate Metabolism,63,NAMED,XFTRTWQBIOMVPK-UHFFFAOYSA-N,OC(CC(O)(C)C(O)=O)=O,citramalate,citramalate,,HMDB0000426,pubchem:1081,chemspider:1051,kegg:C00815,CAS:6236-10-8,HMDB0000426
100001002,209,22163,124685,Xenobiotics,Chemical,6156,NAMED,KCXVZYZYPLLWCC-UHFFFAOYSA-N,O=C(CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)O,EDTA,EDTA,,HMDB0015109,pubchem:6049,chemspider:5826,kegg:C00284,CAS:60-00-4,HMDB0015109
100001006,400,27710,155837,Amino Acid,"Glycine, Serine and Threonine Metabolism",2,NAMED,OKJIRPAQVSHGFK-UHFFFAOYSA-N,O=C(O)C(NC(C)=O)[H],N-acetylglycine,N-acetylglycine,,HMDB0000532,pubchem:10972,chemspider:10507,,CAS:543-24-8,HMDB0000532
100001007,305,27731,147186,Carbohydrate,Pentose Metabolism,1263,NAMED,QXKAIJAYHKCRRA-BXXZVTAOSA-N,OC([C@H](O)[C@H](O)[C@H](O)CO)=O,ribonate,ribonate,,HMDB0000867,pubchem:5460677,chemspider:4574162,kegg:C01685,CAS:5336-08-3,HMDB0000867
100001010,402,27507,234929,Xenobiotics,Drug - Psychoactive,5923,NAMED,QHSMEGADRFZVNE-UHFFFAOYSA-N,FC1=CC=CC=C1C2=NCC3=CN=C(CO)N3C4=C2C=C(Cl)C=C4,1'-hydroxymidazolam,1'-hydroxymidazolam,,HMDB0061089,pubchem:107917,chemspider:97043,,CAS:59468-90-5,HMDB0061089
100001022,305,27738,146524,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,4354,NAMED,JPIJQSOTBSSVTP-UHFFFAOYSA-N,O=C(O)C(O)([H])C([H])(O)CO,threonate,threonate,,"HMDB0062620,HMDB0000943","pubchem:151152,5460407",chemspider:133224,kegg:C01620,CAS:70753-61-6,HMDB0062620
100001026,305,27719,152158,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",1373,NAMED,RGHNJXZEOKUKBD-MGCNEYSASA-N,O[C@H]([C@H]([C@H]([C@@H](CO)O)O)O)C(O)=O,galactonate,galactonate,,HMDB0000565,"pubchem:12310779,128869",chemspider:114198,"kegg:C00880,C15930",CAS:299-28-5,HMDB0000565
100001033,402,27414,164190,Lipid,Sterol,3222,NAMED,KZJWDPNRJALLNS-XGEQACPASA-N,C[C@@]1([C@]([C@@H](CC[C@@H]([C@H](C)C)CC)C)([H])CC2)[C@@]2([H])[C@@](CC=C3[C@@]4(CC[C@H](O)C3)C)([H])[C@@]4([H])CC1,beta-sitosterol,beta-sitosterol,,HMDB0000852,pubchem:222284,chemspider:192962,kegg:C01753,CAS:83-46-5,HMDB0000852
100001034,209,27513,126866,Amino Acid,Tryptophan Metabolism,299,NAMED,SEOVTRFCIGRIMH-UHFFFAOYSA-N,OC(CC1=CNC2=C1C=CC=C2)=O,indoleacetate,indoleacetate,,HMDB0000197,pubchem:802,chemspider:780,kegg:C00954,CAS:6505-45-9,HMDB0000197
100001040,209,27447,126071,Lipid,Monoacylglycerol,2857,NAMED,WECGLUPZRHILCT-HZJYTTRNSA-N,CCCCC/C=C\C/C=C\CCCCCCCC(OCC(O)CO)=O,1-linoleoylglycerol (18:2),1-linoleoylglycerol (18:2),,HMDB0011568,pubchem:5283469,chemspider:4446589,,CAS:2277-28-3,HMDB0011568
100001051,209,30460,124693,Amino Acid,Histidine Metabolism,71,NAMED,BRMWTNUJHUMWMS-LURJTMIESA-N,N[C@H](C(O)=O)CC1=CN(C)C=N1,1-methylhistidine,1-methylhistidine,,HMDB0000001,pubchem:92105,chemspider:83153,kegg:C01152,CAS:332-80-9,HMDB0000001
100001054,400,32412,155935,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),1769,NAMED,QWYFHHGCZUCMBN-SECBINFHSA-N,CCCC(O[C@H](CC([O-])=O)C[N+](C)(C)C)=O,butyrylcarnitine (C4),butyrylcarnitine (C4),,HMDB0002013,pubchem:439829,chemspider:184820,kegg:C02862,CAS:25576-40-3,HMDB0002013
100001055,400,33441,156017,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",426,NAMED,LRCNOZRCYBNMEP-VIFPVBQESA-N,CC(C)C(O[C@@H](CC([O-])=O)C[N+](C)(C)C)=O,isobutyrylcarnitine (C4),isobutyrylcarnitine (C4),,HMDB0000736,pubchem:168379,,,CAS:25518-49-4,HMDB0000736
100001064,209,31912,151471,Lipid,Secondary Bile Acid Metabolism,3500,NAMED,XBSQTYHEGZTYJE-PGVYWSLXSA-N,O[C@@H](C[C@]1(CC[C@]([C@@]([H])2CC3)([H])[C@](CC[C@@]2(C)[C@]3([H])[C@@H](CCC(NCC(O)=O)=O)C)4[H])[H])CC[C@@]14C,glycolithocholate,glycolithocholate,,HMDB0000698,pubchem:115245,chemspider:103116,kegg:C15557,CAS:474-74-8,HMDB0000698
100001073,209,31591,126075,Lipid,Androgenic Steroids,3351,NAMED,ZMITXKRGXGRMKS-HLUDHZFRSA-N,C[C@]1([C@](CC2)([H])[C@]3([H])CC[C@@]4([H])C[C@H](OS(=O)(O)=O)CC[C@]4(C)[C@@]3([H])CC1)C2=O,androsterone sulfate,androsterone sulfate,,HMDB0002759,pubchem:159663,chemspider:19988780,,CAS:2479-86-9,HMDB0002759
100001083,209,32405,125818,Amino Acid,Tryptophan Metabolism,305,NAMED,GOLXRNDWAUTYKT-UHFFFAOYSA-N,OC(CCC1=CNC2=C1C=CC=C2)=O,indolepropionate,indolepropionate,,HMDB0002302,pubchem:3744,chemspider:3613,,CAS:830-96-6,HMDB0002302
100001086,209,31536,125774,Xenobiotics,Food Component/Plant,4968,NAMED,KSPQDMRTZZYQLM-UHFFFAOYSA-N,O=C(NCC(O)=O)C1=CC=CO1,N-(2-furoyl)glycine,N-(2-furoyl)glycine,,HMDB0000439,pubchem:21863,chemspider:20549,,"CAS:5657-19-2,5657-19-2",HMDB0000439
100001092,400,32401,155930,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,4323,NAMED,WWNNZCOKKKDOPX-UHFFFAOYSA-N,C[N+]1=CC(C([O-])=O)=CC=C1,trigonelline (N'-methylnicotinate),trigonelline (N'-methylnicotinate),,HMDB0000875,pubchem:5570,chemspider:5369,kegg:C01004,CAS:535-83-1,HMDB0000875
100001102,209,32388,125800,Lipid,"Fatty Acid, Dicarboxylate",1687,NAMED,TVIDDXQYHWJXFK-UHFFFAOYSA-N,OC(CCCCCCCCCCC(O)=O)=O,dodecanedioate (C12-DC),dodecanedioate (C12),,HMDB0000623,pubchem:12736,chemspider:12213,kegg:C02678,CAS:693-23-2,HMDB0000623
100001104,209,32390,125802,Amino Acid,Tyrosine Metabolism,163,NAMED,CAHKINHBCWCHCF-JTQLQIEISA-N,OC1=CC=C(C[C@@H](C(O)=O)NC(C)=O)C=C1,N-acetyltyrosine,N-acetyltyrosine,,HMDB0000866,pubchem:68310,chemspider:61606,,CAS:537-55-3,HMDB0000866
100001106,209,32391,125804,Xenobiotics,Xanthine Metabolism,4597,NAMED,OTSBKHHWSQYEHK-UHFFFAOYSA-N,CN1C(N(C(N2)=C(C1=O)NC2=O)C)=O,"1,3-dimethylurate","1,3-dimethylurate",,HMDB0001857,pubchem:70346,chemspider:63527,,CAS:944-73-0,HMDB0001857
100001108,209,32445,125834,Xenobiotics,Xanthine Metabolism,4602,NAMED,GMSNIKWWOQHZGF-UHFFFAOYSA-N,O=C1N(C)C2=C(N=CN2)C(N1)=O,3-methylxanthine,3-methylxanthine,,HMDB0001886,pubchem:70639,chemspider:63805,kegg:C16357,CAS:1076-22-8,HMDB0001886
100001112,209,32457,151499,Lipid,"Fatty Acid, Monohydroxy",1986,NAMED,MUCMKTPAZLSKTL-UHFFFAOYSA-N,OC(CC(CCCCCCCCC)O)=O,3-hydroxylaurate,3-hydroxylaurate,,HMDB0000387,pubchem:94216,chemspider:85026,,CAS:53941-38-1,HMDB0000387
100001121,209,31555,124697,Cofactors and Vitamins,Vitamin B6 Metabolism,4452,NAMED,HXACOUQIXZGNBF-UHFFFAOYSA-N,OC1=C(C(O)=O)C(CO)=CN=C1C,pyridoxate,pyridoxate,,HMDB0000017,pubchem:6723,chemspider:6467,kegg:C00847,CAS:82-82-6,HMDB0000017
100001126,209,43829,125876,Peptide,Gamma-glutamyl Amino Acid,647,NAMED,AQAKHZVPOOGUCK-XPUUQOCRSA-N,O=C(N[C@H]([C@@](O)=O)C(C)C)CC[C@@H]([C@](O)=O)N,gamma-glutamylvaline,gamma-glutamylvaline,,HMDB0011172,pubchem:7015683,,,CAS:2746-34-1,HMDB0011172
100001145,209,31943,125798,Lipid,"Fatty Acid, Monohydroxy",1985,NAMED,OQYZCCKCJQWHIE-UHFFFAOYSA-N,OC(CC(O)CCCCCCC(O)=O)=O,3-hydroxysebacate,3-hydroxysebacate,,HMDB0000350,pubchem:3017884,chemspider:2285525,,CAS:73141-46-5,HMDB0000350
100001148,209,31938,125792,Lipid,"Fatty Acid, Monohydroxy",1996,NAMED,YDCRNMJQROAWFT-UHFFFAOYSA-N,CC(O)CCCC(O)=O,5-hydroxyhexanoate,5-hydroxyhexanoate,,"HMDB0000409,HMDB0000525",pubchem:170748,chemspider:149280,,CAS:44843-89-2,HMDB0000409
100001150,209,31932,143851,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),1773,NAMED,WOMAZEJKVZLLFE-UHFFFAOYSA-N,O=C(CC)NCC(O)=O,propionylglycine,propionylglycine (C3),,HMDB0000783,pubchem:98681,chemspider:89122,,CAS:21709-90-0,HMDB0000783
100001151,209,31850,125782,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),1770,NAMED,WPSSBBPLVMTKRN-UHFFFAOYSA-N,O=C(CNC(CCC)=O)O,butyrylglycine,butyrylglycine (C4),,HMDB0000808,pubchem:88412,chemspider:79766,,CAS:20208-73-5,HMDB0000808
100001155,209,31928,125790,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",399,NAMED,HOACIBQKYRHBOW-UHFFFAOYSA-N,O=C(O)CNC(C(C)CC)=O,2-methylbutyrylglycine,2-methylbutyrylglycine (C5),,HMDB0000339,pubchem:193872,chemspider:168243,,CAS:52320-67-9,HMDB0000339
100001162,400,32452,155955,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),1772,NAMED,UFAHZIUFPNSHSL-UHFFFAOYSA-N,[O-]C(CC(OC(CC)=O)C[N+](C)(C)C)=O,propionylcarnitine (C3),propionylcarnitine (C3),,HMDB0000824,pubchem:107738,chemspider:96904,kegg:C03017,CAS:17298-37-2,HMDB0000824
100001167,400,35127,156146,Amino Acid,Urea cycle; Arginine and Proline Metabolism,515,NAMED,ONPXCLZMBSJLSP-ALKRTJFJSA-N,OC([C@H]1N(C([C@H]2NCCC2)=O)CC(O)C1)=O,pro-hydroxy-pro,prolylhydroxyproline,,HMDB0006695,pubchem:11902893,chemspider:9847785,,CAS:18684-24-7,HMDB0006695
100001170,209,32397,125810,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",405,NAMED,ZMZQVAUJTDKQGE-UHFFFAOYSA-N,O=C(O)C(CC)CO,3-hydroxy-2-ethylpropionate,3-hydroxy-2-ethylpropionate,,HMDB0000396,pubchem:188979,chemspider:164207,,CAS:4374-62-3,HMDB0000396
100001178,209,31787,142911,Lipid,"Fatty Acid, Dicarboxylate",1706,NAMED,WMCQWXZMVIETAO-UHFFFAOYSA-N,CCCC1=C(C)C(C(O)=O)=C(CCC(O)=O)O1,3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF),3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF),,HMDB0061112,pubchem:123979,chemspider:110498,,CAS:86879-39-2,HMDB0061112
