name,Metabolite,method,superClass,mainClass,subClass,hmdbId,chebiId,pubChemId,smiles,inChI,inChIKey,CompoundHMDB,chemicalFormula,formulaAdduct(dontuse),LinkedCompounds,adduct,MZ,MZ source
DG 36:2,DG 36:2,CP,Glycerolipids,Diradylglycerols,DAG,HMDB0007218,CHEBI:52333,,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,"InChI=1S/C39H72O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-38(41)43-36-37(35-40)44-39(42)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h17-20,37,40H,3-16,21-36H2,1-2H3/b19-17-,20-18-/t37-/m0/s1",,,C39H72O5,[M],mxp2925-sc ,[M+NH4]+,638.5718004,Calculated
DG 36:3,DG 36:3,CP,Glycerolipids,Diradylglycerols,DAG,HMDB0007219,CHEBI:75450,,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,"InChI=1S/C39H70O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-38(41)43-36-37(35-40)44-39(42)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h12,14,17-20,37,40H,3-11,13,15-16,21-36H2,1-2H3/b14-12-,19-17-,20-18-/t37-/m0/s1",,,C39H70O5,[M],mxp0522-sc ,[M+NH4]+,636.5561504,Calculated
DG 36:4,DG 36:4,CP,Glycerolipids,Diradylglycerols,DAG,HMDB0007248,CHEBI:77127,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,"InChI=1S/C39H68O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-38(41)43-36-37(35-40)44-39(42)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h11-14,17-20,37,40H,3-10,15-16,21-36H2,1-2H3/b13-11-,14-12-,19-17-,20-18-/t37-/m0/s1",,,C39H68O5,[M],mxp0526-sc ,[M+NH4]+,634.5405004,Calculated
DG 38:5,DG 38:5,CP,Glycerolipids,Diradylglycerols,DAG,HMDB0007199,CHEBI:88399,,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCC/C=C\CCCCCC,"InChI=1S/C41H70O5/c1-3-5-7-9-11-13-15-17-19-20-22-24-26-28-30-32-34-36-41(44)46-39(37-42)38-45-40(43)35-33-31-29-27-25-23-21-18-16-14-12-10-8-6-4-2/h11,13-14,16-17,19,22,24,28,30,39,42H,3-10,12,15,18,20-21,23,25-27,29,31-38H2,1-2H3/b13-11-,16-14-,19-17-,24-22-,30-28-/t39-/m0/s1",,,C41H70O5,[M],mxp0527-sc ,[M+NH4]+,660.5561504,Calculated
LPC 14:0/0:0,LPC 14:0,CP,Glycerophospholipids,Glycerophosphocholines,LPC,HMDB0010379,CHEBI:64489,460604,CCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C |&1:17|,"InChI=1S/C22H46NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-22(25)28-19-21(24)20-30-31(26,27)29-18-17-23(2,3)4/h21,24H,5-20H2,1-4H3/t21-/m1/s1",VXUOFDJKYGDUJI-OAQYLSRUSA-N,,C22H46NO7P,[M],mxp0264 ,[M+H]+,468.3084684,Calculated
LPC 15:0/0:0,LPC 15:0,CP,Glycerophospholipids,Glycerophosphocholines,LPC,HMDB0010381,,,,,,,C23H48NO7P,[M],mxp2290 ,[M+H]+,482.3241184,Calculated
LPC 16:0/0:0,LPC 16:0/0:0,CP,Glycerophospholipids,Glycerophosphocholines,LPC,HMDB0010382,CHEBI:72998,460602,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C24H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h23,26H,5-22H2,1-4H3/t23-/m1/s1",,,C24H50NO7P,[M],mxp0266 ,[M+H]+,496.3397684,Calculated
LPC 17:0/0:0,LPC 17:0/0:0,CP,Glycerophospholipids,Glycerophosphocholines,LPC,HMDB0012108,CHEBI:74340,24779463,CCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C25H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)31-22-24(27)23-33-34(29,30)32-21-20-26(2,3)4/h24,27H,5-23H2,1-4H3/t24-/m1/s1",,,C25H52NO7P,[M],mxp1050 ,[M+H]+,510.3554184,Calculated
LPC 17:1/0:0,LPC 17:1,CP,Glycerophospholipids,Glycerophosphocholines,LPC,,,,CCCCCC/C=C\CCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C25H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)31-22-24(27)23-33-34(29,30)32-21-20-26(2,3)4/h10-11,24,27H,5-9,12-23H2,1-4H3/b11-10-/t24-/m1/s1",,,C25H50NO7P,[M],mxp0260 ,[M+H]+,508.3397684,Calculated
LPC 18:1/0:0,LPC 18:1,CP,Glycerophospholipids,Glycerophosphocholines,LPC,HMDB0002815,CHEBI:28610,,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C26H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h12-13,25,28H,5-11,14-24H2,1-4H3/b13-12-/t25-/m1/s1",,,C26H52NO7P,[M],mxp2932-sc ,[M+H]+,522.3554184,Calculated
LPC 18:2/0:0,LPC 18:2,CP,Glycerophospholipids,Glycerophosphocholines,LPC,HMDB0010386,CHEBI:28733,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C26H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h9-10,12-13,25,28H,5-8,11,14-24H2,1-4H3/b10-9-,13-12-/t25-/m1/s1",,,C26H50NO7P,[M],mxp0272-sc ,[M+H]+,520.3397684,Calculated
LPC 19:0/0:0,LPC 19:0/0:0,CP,Glycerophospholipids,Glycerophosphocholines,LPC,,,22472205,CCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C27H56NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-27(30)33-24-26(29)25-35-36(31,32)34-23-22-28(2,3)4/h26,29H,5-25H2,1-4H3/t26-/m1/s1",,,C27H56NO7P,[M],mxp1672 ,[M+H]+,538.3867184,Calculated
LPC 20:1/0:0,LPC 20:1,CP,Glycerophospholipids,Glycerophosphocholines,LPC,HMDB0010391,CHEBI:88685,,CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C28H56NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h12-13,27,30H,5-11,14-26H2,1-4H3/b13-12-/t27-/m1/s1",,,C28H56NO7P,[M],mxp0284-sc ,[M+H]+,550.3867184,Calculated
LPC 20:2/0:0,LPC 20:2,CP,Glycerophospholipids,Glycerophosphocholines,LPC,HMDB0010392,CHEBI:83055,,CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C28H54NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h9-10,12-13,27,30H,5-8,11,14-26H2,1-4H3/b10-9-,13-12-/t27-/m1/s1",,,C28H54NO7P,[M],mxp0283-sc ,[M+H]+,548.3710684,Calculated
LPC 20:3/0:0,LPC 20:3,CP,Glycerophospholipids,Glycerophosphocholines,LPC,HMDB0010393,CHEBI:74343,,CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C28H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h12-13,15-16,18-19,27,30H,5-11,14,17,20-26H2,1-4H3/b13-12-,16-15-,19-18-/t27-/m1/s1",,,C28H52NO7P,[M],mxp0282-sc ,[M+H]+,546.3554184,Calculated
LPC 22:4/0:0,LPC 22:4,CP,Glycerophospholipids,Glycerophosphocholines,LPC,HMDB0010401,CHEBI:133657,,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C30H54NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-30(33)36-27-29(32)28-38-39(34,35)37-26-25-31(2,3)4/h9-10,12-13,15-16,18-19,29,32H,5-8,11,14,17,20-28H2,1-4H3/b10-9-,13-12-,16-15-,19-18-/t29-/m1/s1",,,C30H54NO7P,[M],mxp0287-sc ,[M+H]+,572.3710684,Calculated
LPC 22:6/0:0,LPC 22:6,CP,Glycerophospholipids,Glycerophosphocholines,LPC,HMDB0010404,CHEBI:73873,,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C30H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-30(33)36-27-29(32)28-38-39(34,35)37-26-25-31(2,3)4/h6-7,9-10,12-13,15-16,18-19,21-22,29,32H,5,8,11,14,17,20,23-28H2,1-4H3/b7-6-,10-9-,13-12-,16-15-,19-18-,22-21-/t29-/m1/s1",,,C30H50NO7P,[M],mxp0285-sc ,[M+H]+,568.3397684,Calculated
LPC 24:0/0:0,LPC 24:0/0:0,CP,Glycerophospholipids,Glycerophosphocholines,LPC,HMDB0010405,CHEBI:86260,24779481,CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C32H66NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-32(35)38-29-31(34)30-40-41(36,37)39-28-27-33(2,3)4/h31,34H,5-30H2,1-4H3/t31-/m1/s1",,,C32H66NO7P,[M],mxp0288 ,[M+H]+,608.4649684,Calculated
LPC O-16:0/0:0,LPC O-16:0/0:0,CP,Glycerophospholipids,Glycerophosphocholines,O-LPC,HMDB0062195,CHEBI:64496,162126,CCCCCCCCCCCCCCCCOC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C |&1:18|,"InChI=1S/C24H52NO6P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-20-29-22-24(26)23-31-32(27,28)30-21-19-25(2,3)4/h24,26H,5-23H2,1-4H3/t24-/m1/s1",VLBPIWYTPAXCFJ-XMMPIXPASA-N,,C24H52NO6P,[M],mxp1357 ,[M+H]+,482.3605034,Calculated
LPC O-18:0/0:0,LPC O-18:0/0:0,CP,Glycerophospholipids,Glycerophosphocholines,O-LPC,HMDB0011149,CHEBI:75216,2733532,CCCCCCCCCCCCCCCCCCOC[C@@H](O)COP([O-])(=O)OCC[N+](C)(C)C |&1:20|,"InChI=1S/C26H56NO6P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-22-31-24-26(28)25-33-34(29,30)32-23-21-27(2,3)4/h26,28H,5-25H2,1-4H3/t26-/m1/s1",XKBJVQHMEXMFDZ-AREMUKBSSA-N,,C26H56NO6P,[M],mxp0293 ,[M+H]+,510.3918034,Calculated
LPE 16:0/0:0,LPE 16:0/0:0,CP,Glycerophospholipids,Glycerophosphoethanolamines,LPE,HMDB0011503,CHEBI:73004,,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O,"InChI=1S/C21H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-21(24)27-18-20(23)19-29-30(25,26)28-17-16-22/h20,23H,2-19,22H2,1H3,(H,25,26)/t20-/m1/s1",,,C21H44NO7P,[M],mxp0295 ,[M+H]+,454.2928184,Calculated
LPE 18:0/0:0,LPE 18:0/0:0,CP,Glycerophospholipids,Glycerophosphoethanolamines,LPE,HMDB0011130,CHEBI:75036,,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O,"InChI=1S/C23H48NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h22,25H,2-21,24H2,1H3,(H,27,28)/t22-/m1/s1",,,C23H48NO7P,[M],mxp0300 ,[M+H]+,482.3241184,Calculated
LPE 18:1/0:0,LPE 18:1,CP,Glycerophospholipids,Glycerophosphoethanolamines,LPE,HMDB0011475,CHEBI:75168,,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O,"InChI=1S/C23H46NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h9-10,22,25H,2-8,11-21,24H2,1H3,(H,27,28)/b10-9-/t22-/m1/s1",,,C23H46NO7P,[M],mxp2943-sc ,[M+H]+,480.3084684,Calculated
LPE 18:2/0:0,LPE 18:2,CP,Glycerophospholipids,Glycerophosphoethanolamines,LPE,HMDB0011507,CHEBI:83058,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O,"InChI=1S/C23H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h6-7,9-10,22,25H,2-5,8,11-21,24H2,1H3,(H,27,28)/b7-6-,10-9-/t22-/m1/s1",,,C23H44NO7P,[M],mxp0298-sc ,[M+H]+,478.2928184,Calculated
LPE 20:4/0:0,LPE 20:4,CP,Glycerophospholipids,Glycerophosphoethanolamines,LPE,HMDB0011517,CHEBI:64395,,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)(O)OCCN)O,"InChI=1S/C25H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)31-22-24(27)23-33-34(29,30)32-21-20-26/h6-7,9-10,12-13,15-16,24,27H,2-5,8,11,14,17-23,26H2,1H3,(H,29,30)/b7-6-,10-9-,13-12-,16-15-/t24-/m1/s1",,,C25H44NO7P,[M],mxp0301-sc ,[M+H]+,502.2928184,Calculated
LPE 22:6/0:0,LPE 22:6,CP,Glycerophospholipids,Glycerophosphoethanolamines,LPE,HMDB0011526,CHEBI:72747,,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](COP(=O)(O)OCCN)O,"InChI=1S/C27H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-27(30)33-24-26(29)25-35-36(31,32)34-23-22-28/h3-4,6-7,9-10,12-13,15-16,18-19,26,29H,2,5,8,11,14,17,20-25,28H2,1H3,(H,31,32)/b4-3-,7-6-,10-9-,13-12-,16-15-,19-18-/t26-/m1/s1",,,C27H44NO7P,[M],mxp0303-sc ,[M+H]+,526.2928184,Calculated
MG 18:0,MG 18:0,CP,Glycerolipids,Monoradylglycerols,MAG,HMDB0011131,CHEBI:75550,,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO)O,"InChI=1S/C21H42O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h20,22-23H,2-19H2,1H3/t20-/m0/s1",,,C21H42O4,[M],mxp0512-sc ,[M+Na]+,381.2975314,Calculated
PC 24:0,PC 24:0,CP,Glycerophospholipids,Glycerophosphocholines,PC,,,512874,C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC |&1:12|,,IJFVSSZAOYLHEE-SSEXGKCCSA-N,,C32H64NO8P,[M],mxp2953-sc ,[M+H]+,622.4442334,Calculated
PC 28:0,PC 28:0,CP,Glycerophospholipids,Glycerophosphocholines,PC,HMDB0007866,CHEBI:45240,,CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,"InChI=1S/C36H72NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-35(38)42-32-34(33-44-46(40,41)43-31-30-37(3,4)5)45-36(39)29-27-25-23-21-19-17-15-13-11-9-7-2/h34H,6-33H2,1-5H3/t34-/m1/s1",,,C36H72NO8P,[M],mxp2955-sc ,[M+H]+,678.5068334,Calculated
PC 30:0,PC 30:0,CP,Glycerophospholipids,Glycerophosphocholines,PC,HMDB0007869,CHEBI:75062,,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,"InChI=1S/C38H76NO8P/c1-6-8-10-12-14-16-18-19-21-23-25-27-29-31-38(41)47-36(35-46-48(42,43)45-33-32-39(3,4)5)34-44-37(40)30-28-26-24-22-20-17-15-13-11-9-7-2/h36H,6-35H2,1-5H3/t36-/m1/s1",,,C38H76NO8P,[M],mxp2956-sc ,[M+H]+,706.5381334,Calculated
PC 30:1,PC 33:1,CP,Glycerophospholipids,Glycerophosphocholines,PC,HMDB0007870,CHEBI:84578,,CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,"InChI=1S/C38H74NO8P/c1-6-8-10-12-14-16-18-19-21-23-25-27-29-31-38(41)47-36(35-46-48(42,43)45-33-32-39(3,4)5)34-44-37(40)30-28-26-24-22-20-17-15-13-11-9-7-2/h16,18,36H,6-15,17,19-35H2,1-5H3/b18-16-/t36-/m1/s1",,,C38H74NO8P,[M],mxp2959-sc ,[M+H]+,704.5224834,Calculated
PC 32:0,PC 32:0,CP,Glycerophospholipids,Glycerophosphocholines,PC,HMDB0007871,CHEBI:86090,,CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,"InChI=1S/C40H80NO8P/c1-6-8-10-12-14-16-18-19-20-21-23-25-27-29-31-33-40(43)49-38(37-48-50(44,45)47-35-34-41(3,4)5)36-46-39(42)32-30-28-26-24-22-17-15-13-11-9-7-2/h38H,6-37H2,1-5H3/t38-/m1/s1",,,C40H80NO8P,[M],mxp2957-sc ,[M+H]+,734.5694334,Calculated
PC 32:1,PC 32:1,CP,Glycerophospholipids,Glycerophosphocholines,PC,HMDB0007873,CHEBI:84808,,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,"InChI=1S/C40H78NO8P/c1-6-8-10-12-14-16-18-19-20-21-23-25-27-29-31-33-40(43)49-38(37-48-50(44,45)47-35-34-41(3,4)5)36-46-39(42)32-30-28-26-24-22-17-15-13-11-9-7-2/h19-20,38H,6-18,21-37H2,1-5H3/b20-19-/t38-/m1/s1",,,C40H78NO8P,[M],mxp2958-sc ,[M+H]+,732.5537834,Calculated
PC 32:2,PC 32:2,CP,Glycerophospholipids,Glycerophosphocholines,PC,HMDB0007874,CHEBI:86094,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,"InChI=1S/C40H76NO8P/c1-6-8-10-12-14-16-18-19-20-21-23-25-27-29-31-33-40(43)49-38(37-48-50(44,45)47-35-34-41(3,4)5)36-46-39(42)32-30-28-26-24-22-17-15-13-11-9-7-2/h14,16,19-20,38H,6-13,15,17-18,21-37H2,1-5H3/b16-14-,20-19-/t38-/m1/s1",,,C40H76NO8P,[M],mxp0310-sc ,[M+H]+,730.5381334,Calculated
PC 34:0,PC 34:0,CP,Glycerophospholipids,Glycerophosphocholines,PC,HMDB0007970,CHEBI:73000,,CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,"InChI=1S/C42H84NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h40H,6-39H2,1-5H3/t40-/m1/s1",,,C42H84NO8P,[M],mxp2960-sc ,[M+H]+,762.6007334,Calculated
PC 34:1,PC 34:1,CP,Glycerophospholipids,Glycerophosphocholines,PC,HMDB0007972,CHEBI:73001,,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,"InChI=1S/C42H82NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h20-21,40H,6-19,22-39H2,1-5H3/b21-20-/t40-/m1/s1",,,C42H82NO8P,[M],mxp2961-sc ,[M+H]+,760.5850834,Calculated
PC 34:2,PC 34:2,CP,Glycerophospholipids,Glycerophosphocholines,PC,HMDB0007973,CHEBI:73002,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,"InChI=1S/C42H80NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h14,16,20-21,40H,6-13,15,17-19,22-39H2,1-5H3/b16-14-,21-20-/t40-/m1/s1",,,C42H80NO8P,[M],mxp2962-sc ,[M+H]+,758.5694334,Calculated
PC 34:3,PC 34:3,CP,Glycerophospholipids,Glycerophosphocholines,PC,HMDB0008006,CHEBI:84567,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,"InChI=1S/C42H78NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h14,16-17,19-21,40H,6-13,15,18,22-39H2,1-5H3/b16-14-,19-17-,21-20-/t40-/m1/s1",,,C42H78NO8P,[M],mxp0315-sc ,[M+H]+,756.5537834,Calculated
PC 34:4,PC 34:4,CP,Glycerophospholipids,Glycerophosphocholines,PC,HMDB0007883,CHEBI:86102,,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,"InChI=1S/C42H76NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-17-15-13-11-9-7-2/h14,16,19-20,22-23,27,29,40H,6-13,15,17-18,21,24-26,28,30-39H2,1-5H3/b16-14-,20-19-,23-22-,29-27-/t40-/m1/s1",,,C42H76NO8P,[M],mxp0314-sc ,[M+H]+,754.5381334,Calculated
PC 36:1,PC 36:1,CP,Glycerophospholipids,Glycerophosphocholines,PC,HMDB0008038,CHEBI:75034,,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,"InChI=1S/C44H86NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h21,23,42H,6-20,22,24-41H2,1-5H3/b23-21-/t42-/m1/s1",,,C44H86NO8P,[M],mxp2964-sc ,[M+H]+,788.6163834,Calculated
PC 36:2,PC 36:2,CP,Glycerophospholipids,Glycerophosphocholines,PC,HMDB0008039,CHEBI:84822,,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,"InChI=1S/C44H84NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h15,17,21,23,42H,6-14,16,18-20,22,24-41H2,1-5H3/b17-15-,23-21-/t42-/m1/s1",,,C44H84NO8P,[M],mxp2965-sc ,[M+H]+,786.6007334,Calculated
PC 36:3,PC 36:3,CP,Glycerophospholipids,Glycerophosphocholines,PC,HMDB0008105,CHEBI:74670,,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,"InChI=1S/C44H82NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h15,17,20-23,42H,6-14,16,18-19,24-41H2,1-5H3/b17-15-,22-20-,23-21-/t42-/m1/s1",,,C44H82NO8P,[M],mxp0322-sc ,[M+H]+,784.5850834,Calculated
PC 36:4,PC 36:4,CP,Glycerophospholipids,Glycerophosphocholines,PC,HMDB0007983,CHEBI:88990,,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,"InChI=1S/C44H80NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-25-27-29-31-33-35-37-44(47)53-42(41-52-54(48,49)51-39-38-45(3,4)5)40-50-43(46)36-34-32-30-28-26-24-19-17-15-13-11-9-7-2/h8,10,14,16,20-21,23,25,42H,6-7,9,11-13,15,17-19,22,24,26-41H2,1-5H3/b10-8-,16-14-,21-20-,25-23-/t42-/m1/s1",,,C44H80NO8P,[M],mxp2966-sc ,[M+H]+,782.5694334,Calculated
PC 38:2,PC 38:2,CP,Glycerophospholipids,Glycerophosphocholines,PC,HMDB0008270,,,CCCCCCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC,,,,C46H88NO8P,[M],mxp0330-sc ,[M+H]+,814.6320334,Calculated
